date,open,high,low,close,adj_close,volume
2025-10-14,25277.55078125,25310.349609375,25060.55078125,25145.5,25145.5,292100
2025-10-15,25181.94921875,25365.150390625,25159.349609375,25323.55078125,25323.55078125,289900
2025-10-16,25394.900390625,25625.400390625,25376.849609375,25585.30078125,25585.30078125,372800
2025-10-17,25546.849609375,25781.5,25508.599609375,25709.849609375,25709.849609375,422100
2025-10-20,25824.599609375,25926.19921875,25788.5,25843.150390625,25843.150390625,301100
2025-10-21,25901.19921875,25934.349609375,25825.80078125,25868.599609375,25868.599609375,42500
2025-10-23,26057.19921875,26104.19921875,25862.44921875,25891.400390625,25891.400390625,448400
2025-10-24,25935.099609375,25944.150390625,25718.19921875,25795.150390625,25795.150390625,284900
2025-10-27,25843.19921875,26005.94921875,25827.0,25966.05078125,25966.05078125,266300
2025-10-28,25939.94921875,26041.69921875,25810.05078125,25936.19921875,25936.19921875,395200
2025-10-29,25982.0,26097.849609375,25960.30078125,26053.900390625,26053.900390625,321900
2025-10-30,25984.400390625,26032.05078125,25845.25,25877.849609375,25877.849609375,257400
2025-10-31,25863.80078125,25953.75,25711.19921875,25722.099609375,25722.099609375,334400
2025-11-03,25696.849609375,25803.099609375,25645.5,25763.349609375,25763.349609375,23300
2025-11-04,25744.75,25787.400390625,25578.400390625,25597.650390625,25597.650390625,305100
2025-11-06,25593.349609375,25679.150390625,25491.55078125,25509.69921875,25509.69921875,371900
2025-11-07,25433.80078125,25551.25,25318.44921875,25492.30078125,25492.30078125,305600
2025-11-10,25503.5,25653.44921875,25503.5,25574.349609375,25574.349609375,243600
2025-11-11,25617.0,25715.80078125,25449.25,25694.94921875,25694.94921875,297700
2025-11-12,25834.30078125,25934.55078125,25781.150390625,25875.80078125,25875.80078125,312600
2025-11-13,25906.099609375,26010.69921875,25808.400390625,25879.150390625,25879.150390625,385200
2025-11-14,25767.900390625,25940.19921875,25740.80078125,25910.05078125,25910.05078125,518900
2025-11-17,25948.19921875,26024.19921875,25906.349609375,26013.44921875,26013.44921875,281800
2025-11-18,26021.80078125,26029.849609375,25876.5,25910.05078125,25910.05078125,280000
2025-11-19,25918.099609375,26074.650390625,25856.19921875,26052.650390625,26052.650390625,250100
2025-11-20,26132.099609375,26246.650390625,26063.19921875,26192.150390625,26192.150390625,240400
2025-11-21,26109.55078125,26179.19921875,26052.19921875,26068.150390625,26068.150390625,235600
2025-11-24,26122.80078125,26142.80078125,25912.150390625,25959.5,25959.5,464700
2025-11-25,25998.5,26032.599609375,25857.5,25884.80078125,25884.80078125,260500
2025-11-26,25842.94921875,26215.150390625,25842.94921875,26205.30078125,26205.30078125,275300
2025-11-27,26261.25,26310.44921875,26141.900390625,26215.55078125,26215.55078125,240300
2025-11-28,26237.44921875,26280.75,26172.400390625,26202.94921875,26202.94921875,202500
2025-12-01,26325.80078125,26325.80078125,26124.19921875,26175.75,26175.75,213800
2025-12-02,26087.94921875,26154.599609375,25997.849609375,26032.19921875,26032.19921875,254800
2025-12-03,26004.900390625,26066.44921875,25891.0,25986.0,25986.0,265700
2025-12-04,25981.849609375,26098.25,25938.94921875,26033.75,26033.75,248100
2025-12-05,25999.80078125,26202.599609375,25985.349609375,26186.44921875,26186.44921875,249300
2025-12-08,26159.80078125,26178.69921875,25892.25,25960.55078125,25960.55078125,320700
2025-12-09,25867.099609375,25923.650390625,25728.0,25839.650390625,25839.650390625,276000
2025-12-10,25864.05078125,25947.650390625,25734.55078125,25758.0,25758.0,207900
2025-12-11,25771.400390625,25922.80078125,25693.25,25898.55078125,25898.55078125,206100
2025-12-12,25971.19921875,26057.599609375,25938.44921875,26046.94921875,26046.94921875,0
