date,open,high,low,close,adj_close,volume
2025-10-14,169.1999969482422,169.3000030517578,161.55999755859375,162.58999633789062,162.58999633789062,10676188
2025-10-15,163.5,164.5,162.60000610351562,163.1999969482422,163.1999969482422,5380906
2025-10-16,163.5,164.64999389648438,160.85000610351562,161.55999755859375,161.55999755859375,5939654
2025-10-17,161.55999755859375,163.25,159.41000366210938,160.97999572753906,160.97999572753906,8147603
2025-10-20,162.5,168.57000732421875,162.2100067138672,166.99000549316406,166.99000549316406,11102986
2025-10-21,168.0,168.5500030517578,165.5,165.99000549316406,165.99000549316406,1155259
2025-10-23,167.52000427246094,172.83999633789062,166.64999389648438,171.30999755859375,171.30999755859375,13932402
2025-10-24,171.5,173.72999572753906,169.72000122070312,170.0,170.0,8783938
2025-10-27,171.0,173.63999938964844,170.0,172.0399932861328,172.0399932861328,6864109
2025-10-28,172.7100067138672,175.9499969482422,171.94000244140625,175.6199951171875,175.6199951171875,7622416
2025-10-29,175.92999267578125,175.92999267578125,171.69000244140625,172.22999572753906,172.22999572753906,5931417
2025-10-30,172.63999938964844,173.5,168.6999969482422,170.5800018310547,170.5800018310547,7269887
2025-10-31,164.10000610351562,164.89999389648438,156.00999450683594,156.55999755859375,156.55999755859375,61847492
2025-11-03,156.60000610351562,158.89999389648438,155.1999969482422,157.60000610351562,157.60000610351562,9593425
2025-11-04,158.1999969482422,158.27999877929688,154.8699951171875,156.16000366210938,156.16000366210938,16071978
2025-11-05,156.16000366210938,156.16000366210938,156.16000366210938,156.16000366210938,156.16000366210938,0
2025-11-06,156.88999938964844,156.88999938964844,151.36000061035156,152.92999267578125,152.92999267578125,12978521
2025-11-07,152.92999267578125,155.17999267578125,151.75999450683594,153.7100067138672,153.7100067138672,16575533
2025-11-10,154.38999938964844,155.27000427246094,152.25,152.5,152.5,7260687
2025-11-11,152.8000030517578,153.5,149.32000732421875,150.94000244140625,150.94000244140625,6636127
2025-11-12,151.08999633789062,156.3000030517578,151.08999633789062,155.85000610351562,155.85000610351562,8535481
2025-11-13,155.5,156.07000732421875,154.0,154.1300048828125,154.1300048828125,3841132
2025-11-14,154.3000030517578,155.25999450683594,153.39999389648438,154.58999633789062,154.58999633789062,4141559
2025-11-17,154.99000549316406,157.75,154.5500030517578,154.77999877929688,154.77999877929688,5810479
2025-11-18,155.10000610351562,155.52000427246094,152.89999389648438,153.16000366210938,153.16000366210938,3409847
2025-11-19,153.89999389648438,153.89999389648438,152.10000610351562,152.8800048828125,152.8800048828125,3087236
2025-11-20,153.0,153.58999633789062,151.02999877929688,151.22000122070312,151.22000122070312,3386488
2025-11-21,151.1699981689453,151.25,148.52000427246094,149.11000061035156,149.11000061035156,7161555
2025-11-24,149.10000610351562,150.89999389648438,148.10000610351562,149.91000366210938,149.91000366210938,7482792
2025-11-25,150.0,150.30999755859375,148.57000732421875,149.6300048828125,149.6300048828125,4401144
2025-11-26,150.0,152.5,149.72000122070312,151.17999267578125,151.17999267578125,4999472
2025-11-27,152.0,152.22000122070312,149.25,149.63999938964844,149.63999938964844,4904968
2025-11-28,150.8000030517578,152.2100067138672,149.80999755859375,150.36000061035156,150.36000061035156,4578914
2025-12-01,151.11000061035156,151.1999969482422,149.3800048828125,150.0500030517578,150.0500030517578,6906158
2025-12-02,150.00999450683594,152.39999389648438,149.2100067138672,149.77999877929688,149.77999877929688,16272094
2025-12-03,150.0,150.19000244140625,145.8300018310547,146.77999877929688,146.77999877929688,6115298
2025-12-04,146.77999877929688,147.75,145.67999267578125,146.1199951171875,146.1199951171875,3582527
2025-12-05,146.5,146.63999938964844,139.5,140.0800018310547,140.0800018310547,14523533
2025-12-08,140.22999572753906,141.77999877929688,134.89999389648438,135.47000122070312,135.47000122070312,7995242
2025-12-09,135.7100067138672,141.39999389648438,134.25,141.0,141.0,9961299
2025-12-10,141.0,143.24000549316406,140.17999267578125,141.33999633789062,141.33999633789062,5203854
2025-12-11,141.5,145.60000610351562,140.50999450683594,145.2899932861328,145.2899932861328,6392124
2025-12-12,145.25,150.35000610351562,145.25,149.57000732421875,149.57000732421875,12007352
