date,open,high,low,close,adj_close,volume
2025-10-14,1460.0,1479.800048828125,1457.9000244140625,1468.0,1452.78857421875,1430713
2025-10-15,1470.0,1479.0,1440.4000244140625,1459.0,1443.8818359375,2810322
2025-10-16,1466.0,1466.699951171875,1447.9000244140625,1463.800048828125,1448.6322021484375,1619438
2025-10-17,1465.0,1465.0,1440.0999755859375,1447.5999755859375,1432.5999755859375,1433539
2025-10-20,1440.0,1455.0,1439.0,1444.4000244140625,1444.4000244140625,1800507
2025-10-21,1450.0,1457.300048828125,1442.0,1448.699951171875,1448.699951171875,114229
2025-10-23,1465.0,1487.5,1460.9000244140625,1463.4000244140625,1463.4000244140625,3244860
2025-10-24,1465.4000244140625,1468.0,1450.0,1453.699951171875,1453.699951171875,969361
2025-10-27,1457.9000244140625,1475.5999755859375,1457.0,1462.800048828125,1462.800048828125,1036807
2025-10-28,1469.0,1469.5999755859375,1435.300048828125,1447.4000244140625,1447.4000244140625,1432913
2025-10-29,1453.0,1461.199951171875,1442.5999755859375,1452.199951171875,1452.199951171875,1311858
2025-10-30,1453.199951171875,1458.0999755859375,1432.5,1433.800048828125,1433.800048828125,1797868
2025-10-31,1433.800048828125,1437.5,1420.300048828125,1424.4000244140625,1424.4000244140625,1757591
2025-11-03,1419.0999755859375,1424.0,1414.0,1419.800048828125,1419.800048828125,2136091
2025-11-04,1419.9000244140625,1425.300048828125,1405.5999755859375,1409.199951171875,1409.199951171875,1191278
2025-11-05,1409.199951171875,1409.199951171875,1409.199951171875,1409.199951171875,1409.199951171875,0
2025-11-06,1412.0,1420.9000244140625,1410.0,1413.5999755859375,1413.5999755859375,2502412
2025-11-07,1400.0999755859375,1409.800048828125,1385.0,1386.699951171875,1386.699951171875,1209479
2025-11-10,1386.699951171875,1404.300048828125,1383.5999755859375,1397.800048828125,1397.800048828125,2883323
2025-11-11,1405.0,1410.4000244140625,1392.199951171875,1408.0,1408.0,2488036
2025-11-12,1415.0,1460.199951171875,1414.0,1456.0999755859375,1456.0999755859375,2958869
2025-11-13,1463.0,1463.800048828125,1442.300048828125,1451.4000244140625,1451.4000244140625,1178211
2025-11-14,1444.199951171875,1445.800048828125,1422.9000244140625,1439.199951171875,1439.199951171875,1220596
2025-11-17,1440.0,1455.9000244140625,1438.300048828125,1452.800048828125,1452.800048828125,999416
2025-11-18,1444.0,1451.0999755859375,1419.5,1422.0,1422.0,1553597
2025-11-19,1427.5,1443.5,1417.800048828125,1433.9000244140625,1433.9000244140625,5777445
2025-11-20,1445.300048828125,1464.699951171875,1430.699951171875,1456.0,1456.0,2818268
2025-11-21,1455.0,1469.0,1440.0,1461.5,1461.5,2615232
2025-11-24,1470.0,1513.800048828125,1461.800048828125,1494.699951171875,1494.699951171875,6808658
2025-11-25,1501.199951171875,1502.0,1483.5,1494.699951171875,1494.699951171875,1675981
2025-11-26,1498.0,1522.699951171875,1496.199951171875,1520.4000244140625,1520.4000244140625,1592891
2025-11-27,1523.0,1532.0,1505.0,1509.800048828125,1509.800048828125,1426194
2025-11-28,1515.800048828125,1525.300048828125,1503.699951171875,1517.300048828125,1517.300048828125,1247146
2025-12-01,1515.300048828125,1532.0,1509.699951171875,1529.5,1529.5,1527101
2025-12-02,1523.0999755859375,1539.0,1520.0,1536.699951171875,1536.699951171875,1754978
2025-12-03,1537.9000244140625,1550.800048828125,1530.300048828125,1541.699951171875,1541.699951171875,2142830
2025-12-04,1545.0999755859375,1577.9000244140625,1541.0999755859375,1562.300048828125,1562.300048828125,2422663
2025-12-05,1567.0999755859375,1583.0,1556.5999755859375,1570.800048828125,1570.800048828125,2223397
2025-12-08,1581.0,1595.699951171875,1572.699951171875,1591.800048828125,1591.800048828125,2833786
2025-12-09,1579.0999755859375,1586.0,1559.0,1561.5999755859375,1561.5999755859375,1533609
2025-12-10,1563.0,1572.9000244140625,1548.199951171875,1550.800048828125,1550.800048828125,735586
2025-12-11,1550.0,1572.0,1541.0,1568.199951171875,1568.199951171875,1248064
2025-12-12,1575.0,1580.5,1558.699951171875,1578.4000244140625,1578.4000244140625,754479
