date,open,high,low,close,adj_close,volume
2025-10-14,673.7999877929688,681.4500122070312,666.0,669.9500122070312,669.9500122070312,1458278
2025-10-15,672.9000244140625,678.7000122070312,668.4000244140625,677.6500244140625,677.6500244140625,1722151
2025-10-16,678.0,686.0,674.7000122070312,680.4000244140625,680.4000244140625,1284794
2025-10-17,680.9500122070312,683.7000122070312,671.9000244140625,674.1500244140625,674.1500244140625,882467
2025-10-20,677.0999755859375,685.0,677.0,680.7999877929688,680.7999877929688,1330873
2025-10-21,681.0,684.0499877929688,678.0,680.9500122070312,680.9500122070312,86005
2025-10-23,684.25,689.7999877929688,674.0999755859375,675.6500244140625,675.6500244140625,1551907
2025-10-24,678.0,678.5499877929688,669.8499755859375,672.0499877929688,672.0499877929688,587809
2025-10-27,673.0,681.7000122070312,672.7000122070312,679.8499755859375,679.8499755859375,1365682
2025-10-28,682.0,709.0,675.5,702.5999755859375,702.5999755859375,4557745
2025-10-29,708.2000122070312,721.7999877929688,708.2000122070312,720.0499877929688,720.0499877929688,3405916
2025-10-30,721.8499755859375,726.5,712.2999877929688,721.3499755859375,721.3499755859375,3573819
2025-10-31,720.0,729.4000244140625,713.75,720.0999755859375,720.0999755859375,3852202
2025-11-03,720.0999755859375,735.0,719.2999877929688,730.5999755859375,730.5999755859375,2805423
2025-11-04,728.0,736.5999755859375,726.6500244140625,731.3499755859375,731.3499755859375,1916707
2025-11-05,731.3499755859375,731.3499755859375,731.3499755859375,731.3499755859375,731.3499755859375,0
2025-11-06,730.0,747.4000244140625,713.4000244140625,733.3499755859375,733.3499755859375,9280167
2025-11-07,725.0,753.7999877929688,720.75,747.9500122070312,747.9500122070312,5598140
2025-11-10,750.0499877929688,759.0,746.7000122070312,750.6500244140625,750.6500244140625,2547152
2025-11-11,750.6500244140625,755.4500122070312,742.4000244140625,752.3499755859375,752.3499755859375,1645749
2025-11-12,754.3499755859375,767.7999877929688,752.4500122070312,760.5999755859375,760.5999755859375,4193619
2025-11-13,760.5999755859375,765.5,753.0,758.1500244140625,758.1500244140625,1752051
2025-11-14,755.0,766.3499755859375,754.0999755859375,758.5999755859375,758.5999755859375,2148563
2025-11-17,758.5999755859375,774.9500122070312,758.0,773.2000122070312,773.2000122070312,3590666
2025-11-18,774.0,776.0,757.0999755859375,759.6500244140625,759.6500244140625,1862425
2025-11-19,760.0,762.0,750.5999755859375,752.6500244140625,752.6500244140625,2359649
2025-11-20,758.0,760.2999877929688,750.9500122070312,753.5,753.5,2794809
2025-11-21,755.0,755.25,747.0,750.8499755859375,750.8499755859375,2033481
2025-11-24,752.0,755.5499877929688,731.0,742.7000122070312,742.7000122070312,5530635
2025-11-25,741.0499877929688,754.0,735.7999877929688,749.7000122070312,749.7000122070312,1677991
2025-11-26,750.1500244140625,763.3499755859375,746.5999755859375,760.5999755859375,760.5999755859375,1482487
2025-11-27,764.0,769.2000122070312,756.5499877929688,758.6500244140625,758.6500244140625,1201547
2025-11-28,757.0,766.1500244140625,755.25,758.6500244140625,758.6500244140625,1546792
2025-12-01,761.0,762.9000244140625,748.0499877929688,750.8499755859375,750.8499755859375,1611007
2025-12-02,754.0,757.9000244140625,744.25,746.75,746.75,1519168
2025-12-03,748.75,755.0999755859375,737.0,743.0,743.0,6025366
2025-12-04,748.0,758.9500122070312,745.25,756.4500122070312,756.4500122070312,2855120
2025-12-05,759.9500122070312,761.0499877929688,751.0499877929688,759.0999755859375,759.0999755859375,1936558
2025-12-08,759.9000244140625,761.2999877929688,733.0999755859375,739.8499755859375,739.8499755859375,1584321
2025-12-09,740.0,741.6500244140625,729.5999755859375,739.7000122070312,739.7000122070312,2172777
2025-12-10,743.0,752.25,733.7999877929688,736.9000244140625,736.9000244140625,1346660
2025-12-11,736.8499755859375,748.4500122070312,732.5499877929688,745.8499755859375,745.8499755859375,2062566
2025-12-12,748.7999877929688,750.9000244140625,741.4500122070312,748.3499755859375,748.3499755859375,4075773
